"Latest: Time (s)","Latest: Illumination (lux)"
0.708,210.1121521
0.712,236.970977783
0.716,209.360198975
0.72,237.722930908
0.724,235.279083252
0.728,203.156585693
0.732,216.116027832
0.736,185.685424805
0.74,233.399200439
0.744,97.0254516602
0.748,260.446014404
0.752,198.0809021
0.756,214.800109863
0.76,223.447570801
0.764,243.162841797
0.768,239.978790283
0.772,237.534942627
0.776,245.418701172
0.78,259.318084717
0.784,239.414825439
0.788,242.786865234
0.792,248.614501953
0.796,252.186279297
0.8,256.697998047
0.804,203.532562256
0.808,141.167449951
0.812,177.989654541
0.816,203.532562256
0.82,259.882049561
0.824,256.885986328
0.828,261.573944092
0.832,199.208831787
0.836,259.130096436
0.84,259.694061279
0.844,261.385955811
0.848,260.821990967
0.852,257.449951172
0.856,261.949920654
0.86,260.258026123
0.864,261.197967529
0.868,257.073974609
0.872,260.446014404
0.876,260.070037842
0.88,256.697998047
0.884,229.263458252
0.888,256.510009766
0.892,254.630126953
0.896,259.694061279
0.9,255.758056641
0.904,263.641815186
0.908,261.385955811
0.912,252.938232422
0.916,263.265838623
0.92,211.604309082
0.924,254.442138672
0.928,246.546630859
0.932,260.634002686
0.936,262.889862061
0.94,254.630126953
0.944,261.385955811
0.948,252.938232422
0.952,261.761932373
0.956,253.690185547
0.96,330.706634521
0.964,237.534942627
0.968,247.674560547
0.972,217.807922363
0.976,233.587188721
0.98,173.665924072
0.984,169.154205322
0.988,240.354766846
0.992,249.554443359
0.996,261.761932373
1,254.442138672
1.004,250.870361328
1.008,239.414825439
1.012,246.734619141
1.016,240.730743408
1.02,257.073974609
1.024,240.918731689
1.028,258.389892578
1.032,257.261962891
1.036,242.610626221
1.04,233.775177002
1.044,209.736175537
1.048,228.135528564
1.052,238.474884033
1.056,219.875793457
1.06,197.516937256
1.064,198.0809021
1.068,249.554443359
1.072,229.639434814
1.076,216.679992676
1.08,226.631622314
1.084,175.357818604
1.088,197.704925537
1.092,243.538818359
1.096,210.488128662
1.1,188.505249023
1.104,187.565307617
1.108,144.739227295
1.112,156.006774902
1.116,258.754119873
1.12,61.5191650391
1.124,71.8467712402
1.128,152.247009277
1.132,82.7383422852
1.136,157.322692871
1.14,204.0965271
1.144,159.766540527
1.148,84.9942016602
1.152,107.16506958
1.156,162.574615479
1.16,152.059020996
1.164,140.415496826
1.168,98.5176086426
1.172,83.8662719727
1.176,156.194763184
1.18,146.795349121
1.184,107.729034424
1.188,120.688476562
1.192,95.5215454102
1.196,87.6260375977
1.2,107.917022705
1.204,158.262634277
1.208,91.7617797852
1.212,76.7344665527
1.216,80.8702087402
1.22,74.8545837402
1.224,139.663543701
1.228,91.3858032227
1.232,68.4629821777
1.236,88.9419555664
1.24,83.3023071289
1.244,79.178314209
1.248,75.7945251465
1.252,70.3428649902
1.256,68.4629821777
1.26,70.154876709
1.264,82.7383422852
1.268,70.7188415527
1.272,154.690856934
1.276,100.021514893
1.28,95.8975219727
1.284,111.864776611
1.288,87.8140258789
1.292,68.650970459
1.296,69.7789001465
1.3,68.2749938965
1.304,72.0347595215
1.308,70.5308532715
1.312,79.7422790527
1.316,67.899017334
1.32,66.9590759277
1.324,69.5909118652
1.328,72.410736084
1.332,72.7867126465
1.336,77.1104431152
1.34,67.147064209
1.344,73.914642334
1.348,67.899017334
1.352,68.0870056152
1.356,67.5230407715
1.36,77.4864196777
1.364,79.178314209
1.368,84.8062133789
1.372,80.682220459
1.376,67.899017334
1.38,68.8389587402
1.384,70.906829834
1.388,74.666595459
1.392,70.3428649902
1.396,69.9668884277
1.4,68.8389587402
1.404,75.6065368652
1.408,68.2749938965
1.412,71.2828063965
1.416,89.5059204102
1.42,71.4707946777
1.424,71.8467712402
1.428,69.5909118652
1.432,102.65335083
1.436,69.0269470215
1.44,76.7344665527
1.444,84.9942016602
1.448,78.8023376465
1.452,92.5137329102
1.456,81.6221618652
1.46,69.0269470215
1.464,71.0948181152
1.468,72.5987243652
1.472,68.8389587402
1.476,70.3428649902
1.48,67.5230407715
1.484,68.8389587402
1.488,67.7110290527
1.492,71.2828063965
1.496,69.402923584
1.5,73.5386657715
1.504,80.4942321777
1.508,83.8662719727
1.512,71.658782959
1.516,71.2828063965
1.52,69.0269470215
1.524,68.0870056152
1.528,81.2461853027
1.532,83.8662719727
1.536,67.5230407715
1.54,70.154876709
1.544,73.5386657715
1.548,73.5386657715
1.552,67.5230407715
1.556,92.5137329102
1.56,69.5909118652
1.564,68.4629821777
1.568,86.4981079102
1.572,70.3428649902
1.576,76.922454834
1.58,77.1104431152
1.584,69.5909118652
1.588,112.240753174
1.592,87.6260375977
1.596,69.2149353027
1.6,76.5464782715
1.604,70.7188415527
1.608,69.402923584
1.612,68.4629821777
1.616,95.1455688477
1.62,113.18069458
1.624,75.418548584
1.628,80.682220459
1.632,82.9263305664
1.636,85.1821899414
1.64,104.15725708
1.644,114.672851562
1.648,69.2149353027
1.652,77.1104431152
1.656,113.368682861
1.66,90.2578735352
1.664,128.583984375
1.668,103.029327393
1.672,86.6860961914
1.676,96.8374633789
1.68,106.601104736
1.684,120.688476562
1.688,93.0776977539
1.692,93.0776977539
1.696,89.8818969727
1.7,91.5737915039
1.704,165.582427979
1.708,117.868652344
1.712,94.7695922852
1.716,123.132324219
1.72,100.961456299
1.724,133.647918701
1.728,165.018463135
1.732,130.640106201
1.736,105.097198486
1.74,129.523925781
1.744,147.359313965
1.748,128.020019531
1.752,240.730743408
1.756,97.5894165039
1.76,78.426361084
1.764,113.932647705
1.768,125.012207031
1.772,160.14251709
1.776,190.761108398
1.78,142.107391357
1.784,103.405303955
1.788,140.039520264
1.792,188.693237305
1.796,163.138580322
1.8,142.859344482
1.804,153.938903809
1.808,123.884277344
1.812,210.664367676
1.816,212.356262207
1.82,156.570739746
1.824,165.77041626
1.828,181.737670898
1.832,182.865600586
1.836,173.477935791
1.84,214.612121582
1.844,180.797729492
1.848,178.177642822
1.852,208.044281006
1.856,171.034088135
1.86,241.294708252
1.864,201.0887146
1.868,156.758728027
1.872,204.284515381
1.876,222.319641113
1.88,216.492004395
1.884,194.885101318
1.888,186.249389648
1.892,192.265014648
1.896,219.311828613
1.9,255.194091797
1.904,131.204071045
1.908,86.1221313477
1.912,256.885986328
1.916,229.263458252
1.92,213.296203613
1.924,248.426513672
1.928,250.306396484
1.932,210.300140381
1.936,217.24395752
1.94,231.707305908
1.944,235.843048096
1.948,259.882049561
1.952,228.699493408
1.956,206.728363037
1.96,255.570068359
1.964,253.690185547
1.968,256.322021484
1.972,241.858673096
1.976,224.387512207
1.98,229.075469971
1.984,256.510009766
1.988,260.258026123
1.992,227.007598877
1.996,227.759552002
2,259.882049561
2.004,248.990478516
2.008,261.949920654
2.012,259.318084717
2.016,248.238525391
2.02,257.261962891
2.024,260.258026123
2.028,254.818115234
2.032,262.513885498
2.036,258.201904297
2.04,248.238525391
2.044,247.486572266
2.048,257.637939453
2.052,260.258026123
2.056,244.666748047
2.06,259.130096436
2.064,222.319641113
2.068,254.066162109
2.072,238.474884033
2.076,257.449951172
2.08,263.641815186
2.084,257.825927734
2.088,253.878173828
2.092,253.690185547
2.096,254.818115234
2.1,257.637939453
2.104,264.393768311
2.108,257.637939453
2.112,262.701873779
2.116,255.006103516
2.12,243.162841797
2.124,251.246337891
2.128,261.761932373
2.132,257.637939453
2.136,250.306396484
2.14,255.758056641
2.144,224.951477051
2.148,248.614501953
2.152,259.506072998
2.156,250.306396484
2.16,244.854736328
2.164,233.775177002
2.168,246.734619141
2.172,257.073974609
2.176,251.998291016
2.18,223.823547363
2.184,205.788421631
2.188,259.882049561
2.192,253.314208984
2.196,220.815734863
2.2,229.827423096
2.204,194.885101318
2.208,216.116027832
2.212,227.195587158
2.216,208.60824585
2.22,156.194763184
2.224,255.570068359
2.228,99.4575500488
2.232,171.78604126
2.236,245.794677734
2.24,253.314208984
2.244,224.011535645
2.248,192.265014648
2.252,159.766540527
2.256,194.520874023
2.26,240.166778564
2.264,218.183898926
2.268,173.665924072
2.272,192.265014648
2.276,233.023223877
2.28,205.60043335
2.284,201.652679443
2.288,218.183898926
2.292,148.299255371
2.296,162.398376465
2.3,188.505249023
2.304,172.537994385
2.308,197.328948975
2.312,160.894470215
2.316,143.98727417
2.32,151.871032715
2.324,209.924163818
2.328,184.181518555
2.332,162.210388184
2.336,153.374938965
2.34,101.525421143
2.344,184.369506836
2.348,206.352386475
2.352,148.675231934
2.356,138.159637451
2.36,145.679168701
2.364,142.48336792
2.368,151.683044434
2.372,221.379699707
2.376,107.917022705
2.38,132.707977295
2.384,200.900726318
2.388,236.595001221
2.392,166.522369385
2.396,177.237701416
2.4,131.95602417
2.404,89.1299438477
2.408,125.952148438
2.412,139.287567139
2.416,134.587860107
2.42,125.200195312
2.424,96.2734985352
2.428,77.8623962402
2.432,149.427185059
2.436,139.287567139
2.44,90.4458618164
2.444,106.789093018
2.448,78.426361084
2.452,107.541046143
2.456,128.771972656
2.46,113.932647705
2.464,94.3936157227
2.468,100.021514893
2.472,103.593292236
2.476,95.3335571289
2.48,98.3413696289
2.484,109.984893799
2.488,68.8389587402
2.492,87.6260375977
2.496,104.721221924
2.5,73.5386657715
2.504,85.1821899414
2.508,73.162689209
2.512,70.5308532715
2.516,73.5386657715
2.52,94.5816040039
2.524,83.3023071289
2.528,72.410736084
2.532,129.3359375
2.536,61.3311767578
2.54,159.202575684
2.544,140.415496826
2.548,72.9747009277
2.552,69.0269470215
2.556,72.0347595215
2.56,75.2305603027
2.564,84.6182250977
2.568,87.0620727539
2.572,69.5909118652
2.576,69.9668884277
2.58,84.6182250977
2.584,71.658782959
2.588,68.8389587402
2.592,78.2383728027
2.596,76.170501709
2.6,85.3701782227
2.604,68.650970459
2.608,72.410736084
2.612,67.899017334
2.616,71.2828063965
2.62,82.5503540039
2.624,95.1455688477
2.628,80.682220459
2.632,68.0870056152
2.636,91.9497680664
2.64,73.3506774902
2.644,78.6143493652
2.648,70.3428649902
2.652,67.5230407715
2.656,73.162689209
2.66,78.0503845215
2.664,76.5464782715
2.668,75.418548584
2.672,77.4864196777
2.676,71.2828063965
2.68,67.147064209
2.684,234.715118408
2.688,145.49118042
2.692,77.8623962402
2.696,83.4902954102
2.7,99.6455383301
2.704,101.337432861
2.708,120.500488281
2.712,106.977081299
2.716,73.914642334
2.72,85.7461547852
2.724,87.2500610352
2.728,101.901397705
2.732,153.750915527
2.736,100.021514893
2.74,82.7383422852
2.744,118.432617188
2.748,128.583984375
2.752,111.864776611
2.756,115.612792969
2.76,108.66897583
2.764,97.5894165039
2.768,95.8975219727
2.772,153.938903809
2.776,145.679168701
2.78,112.992706299
2.784,119.936523438
2.788,120.876464844
2.792,192.077026367
2.796,180.045776367
2.8,126.516113281
2.804,136.46774292
2.808,171.598052979
2.812,157.886657715
2.816,167.086334229
2.82,198.832855225
2.824,120.3125
2.828,136.655731201
2.832,199.020843506
2.836,179.481811523
2.84,205.036468506
2.844,83.3023071289
2.848,117.680664062
2.852,194.520874023
2.856,304.411773682
2.86,199.772796631
2.864,152.247009277
2.868,155.63079834
2.872,137.219696045
2.876,165.206451416
2.88,236.970977783
2.884,225.703430176
2.888,192.265014648
2.892,204.0965271
2.896,196.013031006
2.9,228.699493408
2.904,254.630126953
2.908,225.327453613
2.912,159.390563965
2.916,224.575500488
2.92,241.106719971
2.924,223.823547363
2.928,253.502197266
2.932,212.73223877
2.936,200.336761475
2.94,254.442138672
2.944,232.271270752
2.948,226.455383301
2.952,233.963165283
2.956,228.699493408
2.96,207.856292725
2.964,236.970977783
2.968,261.949920654
2.972,247.110595703
2.976,224.387512207
2.98,243.162841797
2.984,233.399200439
2.988,264.769744873
2.992,261.761932373
2.996,253.126220703
3,175.169830322
3.004,261.385955811
3.008,252.186279297
3.012,260.634002686
3.016,262.137908936
3.02,243.350830078
3.024,248.426513672
3.028,239.602813721
3.032,261.385955811
3.036,258.389892578
3.04,261.197967529
3.044,254.630126953
3.048,239.414825439
3.052,261.761932373
3.056,260.446014404
3.06,262.889862061
3.064,254.442138672
3.068,255.758056641
3.072,258.942108154
3.076,244.854736328
3.08,253.878173828
3.084,262.137908936
3.088,258.942108154
3.092,259.694061279
3.096,259.130096436
3.1,258.577880859
3.104,253.126220703
3.108,262.889862061
3.112,261.009979248
3.116,255.946044922
3.12,260.258026123
3.124,225.139465332
3.128,261.385955811
3.132,258.389892578
3.136,248.990478516
3.14,250.118408203
3.144,253.690185547
3.148,256.697998047
3.152,260.821990967
3.156,289.760437012
3.16,257.261962891
3.164,163.702545166
3.168,258.754119873
3.172,259.694061279
3.176,254.818115234
3.18,218.183898926
3.184,209.548187256
3.188,203.532562256
3.192,237.910919189
3.196,249.178466797
3.2,205.976409912
3.204,218.183898926
3.208,220.063781738
3.212,179.857788086
3.216,242.610626221
3.22,243.726806641
3.224,190.385131836
3.228,217.807922363
3.232,209.924163818
3.236,211.604309082
3.24,230.579376221
3.244,219.875793457
3.248,196.013031006
3.252,181.361694336
3.256,237.910919189
3.26,228.699493408
3.264,207.668304443
3.268,189.821166992
3.272,125.576171875
3.276,177.237701416
3.28,229.451446533
3.284,184.557495117
3.288,152.059020996
3.292,166.522369385
3.296,148.863220215
3.3,147.923278809
3.304,200.900726318
3.308,175.545806885
3.312,205.224456787
3.316,114.484863281
3.32,101.901397705
3.324,228.323516846
3.328,267.213592529
3.332,239.038848877
3.336,128.771972656
3.34,114.120635986
3.344,156.946716309
3.348,182.301635742
3.352,213.296203613
3.356,121.252441406
3.36,85.5581665039
3.364,143.423309326
3.368,167.462310791
3.372,142.859344482
3.376,116.552734375
3.38,93.6416625977
3.384,93.6416625977
3.388,121.81640625
3.392,144.551239014
3.396,97.7774047852
3.4,107.917022705
3.404,108.66897583
3.408,59.4512939453
3.412,105.66116333
3.416,144.739227295
3.42,84.4302368164
3.424,88.9419555664
3.428,74.2906188965
3.432,97.5894165039
3.436,138.911590576
3.44,101.901397705
3.444,70.5308532715
3.448,74.8545837402
3.452,112.052764893
3.456,110.924835205
3.46,82.5503540039
3.464,74.666595459
3.468,107.353057861
3.472,143.047332764
3.476,168.026275635
3.48,92.1377563477
3.484,71.0948181152
3.488,83.6782836914
3.492,70.906829834
3.496,69.9668884277
3.5,108.856964111
3.504,80.8702087402
3.508,71.2828063965
3.512,69.5909118652
3.516,81.2461853027
3.52,69.9668884277
3.524,98.8935852051
3.528,71.0948181152
3.532,77.674407959
3.536,68.2749938965
3.54,72.7867126465
3.544,72.410736084
3.548,68.4629821777
3.552,69.402923584
3.556,75.7945251465
3.56,70.906829834
3.564,67.7110290527
3.568,81.6221618652
3.572,68.8389587402
3.576,80.8702087402
3.58,92.5137329102
3.584,75.7945251465
3.588,68.650970459
3.592,77.8623962402
3.596,78.8023376465
3.6,84.0542602539
3.604,112.992706299
3.608,70.906829834
3.612,68.0870056152
3.616,79.5542907715
3.62,107.917022705
3.624,126.704101562
3.628,78.0503845215
3.632,75.9825134277
3.636,93.4536743164
3.64,242.974853516
3.644,148.675231934
3.648,85.5581665039
3.652,69.9668884277
3.656,71.0948181152
3.66,89.8818969727
3.664,122.756347656
3.668,121.064453125
3.672,91.5737915039
3.676,93.0776977539
3.68,125.576171875
3.684,109.608917236
3.688,137.219696045
3.692,171.974029541
3.696,89.6939086914
3.7,91.3858032227
3.704,140.039520264
3.708,141.355438232
3.712,176.109771729
3.716,145.115203857
3.72,86.3101196289
3.724,107.729034424
3.728,187.001342773
3.732,143.98727417
3.736,112.052764893
3.74,123.884277344
3.744,122.004394531
3.748,172.725982666
3.752,201.840667725
3.756,116.928710938
3.76,136.279754639
3.764,180.985717773
3.768,190.009155273
3.772,170.658111572
3.776,185.121459961
3.78,202.780609131
3.784,185.685424805
3.788,224.951477051
3.792,187.565307617
3.796,295.576324463
3.8,226.26739502
3.804,161.270446777
3.808,129.523925781
3.812,166.334381104
3.816,244.290771484
3.82,208.044281006
3.824,203.344573975
3.828,174.981842041
3.832,183.053588867
3.836,229.827423096
3.84,240.166778564
3.844,196.57699585
3.848,197.516937256
3.852,240.166778564
3.856,217.055969238
3.86,251.998291016
3.864,259.882049561
3.868,245.230712891
3.872,230.767364502
3.876,245.794677734
3.88,247.110595703
3.884,263.077850342
3.888,253.878173828
3.892,226.455383301
3.896,237.910919189
3.9,258.754119873
3.904,261.761932373
3.908,254.442138672
3.912,260.821990967
3.916,252.562255859
3.92,257.637939453
3.924,261.385955811
3.928,255.382080078
3.932,256.510009766
3.936,259.882049561
3.94,255.382080078
3.944,257.261962891
3.948,220.25177002
3.952,192.828979492
3.956,262.137908936
3.96,259.882049561
3.964,246.358642578
3.968,239.790802002
3.972,214.048156738
3.976,214.424133301
3.98,235.467071533
3.984,232.647247314
3.988,217.24395752
3.992,202.216644287
3.996,110.360870361
4,160.706481934
4.004,228.887481689
4.008,204.284515381
4.012,144.551239014
4.016,146.795349121
4.02,147.547302246
4.024,140.603485107
4.028,211.040344238
4.032,184.745483398
4.036,119.372558594
4.04,120.688476562
4.044,132.144012451
4.048,129.147949219
4.052,155.066833496
4.056,83.8662719727
4.06,70.154876709
4.064,95.8975219727
4.068,103.969268799
4.072,94.0176391602
4.076,87.4380493164
4.08,68.8389587402
4.084,77.674407959
4.088,71.2828063965
4.092,81.6221618652
4.096,50.9918212891
4.1,80.1182556152
4.104,226.079406738
4.108,208.232269287
4.112,69.9668884277
4.116,67.899017334
4.12,106.601104736
4.124,133.083953857
4.128,112.240753174
4.132,126.140136719
4.136,135.715789795
4.14,84.8062133789
4.144,185.121459961
4.148,189.069213867
4.152,176.109771729
4.156,233.211212158
4.16,137.97164917
4.164,175.921783447
4.168,255.382080078
4.172,259.694061279
4.176,231.143341064
4.18,223.823547363
4.184,213.484191895
4.188,261.949920654
4.192,222.883605957
4.196,262.137908936
4.2,251.622314453
4.204,249.554443359
4.208,259.318084717
4.212,248.426513672
4.216,243.350830078
4.22,234.527130127
4.224,261.197967529
4.228,261.761932373
4.232,182.301635742
4.236,219.875793457
4.24,228.135528564
4.244,187.001342773
4.248,251.246337891
4.252,129.147949219
4.256,91.3858032227
4.26,148.11126709
4.264,71.658782959
4.268,165.018463135
4.272,164.26651001
4.276,82.186126709
4.28,69.5909118652
4.284,107.917022705
4.288,107.917022705
4.292,126.328125
4.296,91.9497680664
4.3,67.899017334
4.304,69.2149353027
4.308,72.7867126465
4.312,115.988769531
4.316,87.4380493164
4.32,76.922454834
4.324,73.5386657715
4.328,67.899017334
4.332,69.0269470215
4.336,83.3023071289
4.34,85.5581665039
4.344,99.6455383301
4.348,81.0581970215
4.352,130.640106201
4.356,84.0542602539
4.36,81.2461853027
4.364,165.958404541
4.368,172.162017822
4.372,155.63079834
4.376,142.671356201
4.38,123.884277344
4.384,212.356262207
4.388,263.265838623
4.392,246.734619141
4.396,192.828979492
4.4,201.276702881
4.404,248.990478516
4.408,149.61517334
4.412,248.050537109
4.416,253.878173828
4.42,263.077850342
4.424,219.123840332
4.428,217.619934082
4.432,194.332885742
4.436,208.044281006
4.44,117.868652344
4.444,204.660491943
4.448,171.974029541
4.452,85.9341430664
4.456,128.959960938
4.46,104.721221924
4.464,129.3359375
4.468,145.115203857
4.472,74.666595459
4.476,88.0020141602
4.48,68.0870056152
4.484,79.3663024902
4.488,112.616729736
4.492,77.1104431152
4.496,134.587860107
4.5,110.17288208
4.504,75.6065368652
4.508,73.914642334
4.512,89.1299438477
4.516,180.985717773
4.52,114.484863281
4.524,103.593292236
4.528,127.83203125
4.532,96.4614868164
4.536,203.156585693
4.54,234.527130127
4.544,165.394439697
4.548,225.139465332
4.552,197.328948975
4.556,166.522369385
4.56,254.630126953
4.564,234.339141846
4.568,286.000671387
4.572,309.475708008
4.576,128.959960938
4.58,247.862548828
4.584,128.583984375
4.588,192.077026367
4.592,245.418701172
4.596,261.197967529
4.6,235.467071533
4.604,204.0965271
4.608,208.420257568
4.612,206.916351318
4.616,242.974853516
4.62,251.058349609
4.624,153.374938965
4.628,158.074645996
4.632,198.0809021
4.636,121.628417969
4.64,177.80166626
4.644,184.745483398
4.648,100.397491455
4.652,101.525421143
4.656,101.525421143
4.66,133.083953857
4.664,175.733795166
4.668,75.0425720215
4.672,105.66116333
4.676,68.8389587402
4.68,114.672851562
4.684,90.0698852539
4.688,77.8623962402
4.692,121.81640625
4.696,87.4380493164
4.7,69.402923584
4.704,72.410736084
4.708,86.6860961914
4.712,145.867156982
4.716,88.7539672852
4.72,89.3179321289
4.724,168.026275635
4.728,148.675231934
4.732,243.726806641
4.736,218.935852051
4.74,183.241577148
4.744,236.970977783
4.748,254.630126953
4.752,228.135528564
4.756,257.825927734
4.76,236.595001221
4.764,261.197967529
4.768,259.130096436
4.772,258.013916016
4.776,237.910919189
4.78,136.655731201
4.784,195.825042725
4.788,253.314208984
4.792,254.630126953
4.796,208.232269287
4.8,193.016967773
4.804,228.699493408
4.808,182.677612305
4.812,219.123840332
4.816,194.520874023
4.82,116.176757812
4.824,213.860168457
4.828,152.434997559
4.832,94.5816040039
4.836,145.115203857
4.84,140.039520264
4.844,67.7110290527
4.848,75.6065368652
4.852,87.2500610352
4.856,93.6416625977
4.86,124.82421875
4.864,68.4629821777
4.868,133.647918701
4.872,72.5987243652
4.876,83.1143188477
4.88,88.5659790039
4.884,128.395996094
4.888,255.946044922
4.892,202.968597412
4.896,107.917022705
4.9,71.4707946777
4.904,110.17288208
4.908,171.78604126
4.912,127.456054688
4.916,132.519989014
4.92,168.026275635
4.924,98.8935852051
4.928,163.514556885
4.932,223.071594238
4.936,192.077026367
4.94,231.895294189
4.944,179.857788086
4.948,126.892089844
4.952,255.946044922
4.956,235.843048096
4.96,215.928039551
4.964,227.947540283
4.968,213.108215332
4.972,261.949920654
4.976,233.399200439
4.98,260.258026123
4.984,243.350830078
4.988,240.730743408
4.992,246.358642578
4.996,247.486572266
5,260.258026123
5.004,255.946044922
5.008,258.013916016
5.012,261.009979248
5.016,200.712738037
5.02,216.116027832
5.024,225.891418457
5.028,178.177642822
5.032,217.807922363
5.036,157.510681152
5.04,89.8818969727
5.044,109.608917236
5.048,56.4434814453
5.052,90.6338500977
5.056,116.364746094
5.06,82.7383422852
5.064,198.832855225
5.068,98.8935852051
5.072,68.4629821777
5.076,67.5230407715
5.08,140.97946167
5.084,158.074645996
5.088,108.105010986
5.092,110.924835205
5.096,88.0020141602
5.1,122.192382812
5.104,180.045776367
5.108,167.462310791
5.112,172.725982666
5.116,156.194763184
5.12,131.204071045
5.124,194.697113037
5.128,256.697998047
5.132,216.304016113
5.136,234.527130127
5.14,239.038848877
5.144,203.720550537
5.148,261.949920654
5.152,215.364074707
5.156,262.701873779
5.16,251.998291016
5.164,261.197967529
5.168,233.775177002
5.172,171.034088135
5.176,223.823547363
5.18,249.554443359
5.184,259.882049561
5.188,199.58480835
5.192,128.959960938
5.196,102.465362549
5.2,189.821166992
5.204,225.327453613
5.208,235.091094971
5.212,100.397491455
5.216,84.6182250977
5.22,119.936523438
5.224,76.3584899902
5.228,112.428741455
5.232,146.60736084
5.236,69.7789001465
5.24,68.8389587402
5.244,90.4458618164
5.248,83.1143188477
5.252,84.9942016602
5.256,75.7945251465
5.26,126.328125
5.264,69.0269470215
5.268,104.15725708
5.272,81.9981384277
5.276,143.047332764
5.28,87.8140258789
5.284,88.9419555664
5.288,106.413116455
5.292,66.2188720703
5.296,177.613677979
5.3,194.144897461
5.304,97.2134399414
5.308,133.835906982
5.312,169.530181885
5.316,162.022399902
5.32,214.800109863
5.324,244.102783203
5.328,200.524749756
5.332,203.156585693
5.336,245.794677734
5.34,202.968597412
5.344,262.701873779
5.348,192.077026367
5.352,279.421081543
5.356,227.383575439
5.36,257.449951172
5.364,180.985717773
5.368,85.5581665039
5.372,168.966217041
5.376,189.44519043
5.38,245.230712891
5.384,149.991149902
5.388,128.959960938
5.392,185.309448242
5.396,140.791473389
5.4,171.034088135
5.404,160.894470215
5.408,72.410736084
5.412,84.6182250977
5.416,116.928710938
5.42,78.9903259277
5.424,70.5308532715
5.428,77.1104431152
5.432,68.2749938965
5.436,68.4629821777
5.44,85.5581665039
5.444,69.0269470215
5.448,72.5987243652
5.452,68.2749938965
5.456,173.477935791
5.46,86.1221313477
5.464,68.8389587402
