"Latest: Time (s)","Latest: Illumination (lux)"
0.42,276.225280762
0.424,261.009979248
0.428,264.393768311
0.432,271.913299561
0.436,263.641815186
0.44,276.225280762
0.444,257.825927734
0.448,258.577880859
0.452,266.085662842
0.456,251.998291016
0.46,267.213592529
0.464,259.882049561
0.468,260.070037842
0.472,260.634002686
0.476,248.802490234
0.48,268.341522217
0.484,256.697998047
0.488,265.709686279
0.492,261.197967529
0.496,248.802490234
0.5,248.614501953
0.504,262.325897217
0.508,248.426513672
0.512,261.949920654
0.516,244.290771484
0.52,250.870361328
0.524,243.350830078
0.528,257.449951172
0.532,249.178466797
0.536,253.878173828
0.54,241.106719971
0.544,251.622314453
0.548,241.858673096
0.552,249.178466797
0.556,247.862548828
0.56,260.634002686
0.564,253.126220703
0.568,246.734619141
0.572,254.066162109
0.576,250.306396484
0.58,248.238525391
0.584,240.166778564
0.588,252.186279297
0.592,252.186279297
0.596,263.265838623
0.6,245.230712891
0.604,248.050537109
0.608,241.670684814
0.612,261.009979248
0.616,255.946044922
0.62,261.197967529
0.624,249.930419922
0.628,257.637939453
0.632,243.162841797
0.636,248.802490234
0.64,254.442138672
0.644,262.137908936
0.648,255.946044922
0.652,264.957733154
0.656,256.322021484
0.66,255.758056641
0.664,253.690185547
0.668,262.325897217
0.672,255.006103516
0.676,271.725311279
0.68,255.758056641
0.684,267.213592529
0.688,267.589569092
0.692,264.581756592
0.696,263.265838623
0.7,271.349334717
0.704,273.229217529
0.708,254.442138672
0.712,261.009979248
0.716,261.009979248
0.72,268.153533936
0.724,270.785369873
0.728,265.897674561
0.732,270.597381592
0.736,267.777557373
0.74,267.401580811
0.744,263.265838623
0.748,267.777557373
0.752,267.401580811
0.756,273.417205811
0.76,273.981170654
0.764,280.736999512
0.768,263.641815186
0.772,270.785369873
0.776,266.837615967
0.78,262.889862061
0.784,262.701873779
0.788,274.169158936
0.792,273.793182373
0.796,280.173034668
0.8,267.401580811
0.804,278.669128418
0.808,262.889862061
0.812,269.845428467
0.816,269.281463623
0.82,272.289276123
0.824,276.977233887
0.828,239.414825439
0.832,208.796234131
0.836,279.985046387
0.84,263.077850342
0.844,229.075469971
0.848,114.484863281
0.852,134.211883545
0.856,262.513885498
0.86,226.079406738
0.864,131.95602417
0.868,121.628417969
0.872,159.202575684
0.876,168.966217041
0.88,268.341522217
0.884,170.470123291
0.888,162.574615479
0.892,329.202728271
0.896,315.491333008
0.9,301.2159729
0.904,252.186279297
0.908,166.146392822
0.912,269.093475342
0.916,249.554443359
0.92,251.998291016
0.924,304.411773682
0.928,276.789245605
0.932,275.849304199
0.936,202.028656006
0.94,249.930419922
0.944,303.283843994
0.948,283.368835449
0.952,268.717498779
0.956,220.815734863
0.96,220.063781738
0.964,300.652008057
0.968,284.496765137
0.972,286.000671387
0.976,251.058349609
0.98,279.233093262
0.984,297.268218994
0.988,301.967926025
0.992,283.368835449
0.996,184.745483398
1,283.932800293
1.004,237.346954346
1.008,237.534942627
1.012,286.188659668
1.016,197.328948975
1.02,190.009155273
1.024,154.690856934
1.028,191.513061523
1.032,264.957733154
1.036,199.772796631
1.04,184.181518555
1.044,153.374938965
1.048,100.585479736
1.052,257.637939453
1.056,183.617553711
1.06,106.601104736
1.064,131.95602417
1.068,99.8335266113
1.072,101.337432861
1.076,130.275878906
1.08,103.217315674
1.084,143.611297607
1.088,99.6455383301
1.092,117.868652344
1.096,107.917022705
1.1,99.2695617676
1.104,167.086334229
1.108,134.023895264
1.112,179.293823242
1.116,166.710357666
1.12,120.3125
1.124,112.616729736
1.128,191.701049805
1.132,197.704925537
1.136,229.263458252
1.14,118.432617188
1.144,205.224456787
1.148,251.810302734
1.152,283.932800293
1.156,299.71206665
1.16,215.552062988
1.164,232.835235596
1.168,304.035797119
1.172,305.539703369
1.176,300.276031494
1.18,304.2237854
1.184,295.2003479
1.188,301.591949463
1.192,252.750244141
1.196,299.336090088
1.2,268.717498779
1.204,273.041229248
1.208,323.563079834
1.212,235.655059814
1.216,205.60043335
1.22,208.60824585
1.224,217.055969238
1.228,259.318084717
1.232,214.988098145
1.236,192.640991211
1.24,102.841339111
1.244,111.67678833
1.248,212.544250488
1.252,168.026275635
1.256,99.0815734863
1.26,105.473175049
1.264,99.8335266113
1.268,104.721221924
1.272,159.578552246
1.276,111.112823486
1.28,148.675231934
1.284,101.14944458
1.288,123.132324219
1.292,109.044952393
1.296,100.021514893
1.3,204.284515381
1.304,163.514556885
1.308,196.764984131
1.312,194.697113037
1.316,116.928710938
1.32,183.805541992
1.324,191.137084961
1.328,285.248718262
1.332,268.153533936
1.336,147.171325684
1.34,257.073974609
1.344,274.545135498
1.348,305.72769165
1.352,306.103668213
1.356,256.322021484
1.36,195.0730896
1.364,296.328277588
1.368,191.137084961
1.372,301.591949463
1.376,297.080230713
1.38,304.411773682
1.384,295.952301025
1.388,223.635559082
1.392,297.080230713
1.396,279.985046387
1.4,262.137908936
1.404,304.2237854
1.408,255.194091797
1.412,226.26739502
1.416,176.29776001
1.42,196.201019287
1.424,279.421081543
1.428,204.284515381
1.432,194.697113037
1.436,121.628417969
1.44,116.364746094
1.444,215.928039551
1.448,204.284515381
1.452,100.397491455
1.456,104.345245361
1.46,116.740722656
1.464,116.364746094
1.468,161.458435059
1.472,102.277374268
1.476,136.091766357
1.48,110.924835205
1.484,111.67678833
1.488,108.105010986
1.492,100.021514893
1.496,165.206451416
1.5,127.456054688
1.504,142.107391357
1.508,162.022399902
1.512,101.14944458
1.516,143.235321045
1.52,327.134857178
1.524,301.2159729
1.528,168.966217041
1.532,116.552734375
1.536,177.80166626
1.54,273.793182373
1.544,301.779937744
1.548,301.967926025
1.552,281.676940918
1.556,218.183898926
1.56,301.027984619
1.564,297.832183838
1.568,276.789245605
1.572,304.411773682
1.576,296.70425415
1.58,287.316589355
1.584,214.048156738
1.588,303.659820557
1.592,301.2159729
1.596,235.091094971
1.6,302.531890869
1.604,278.105163574
1.608,274.545135498
1.612,274.909362793
1.616,220.063781738
1.62,286.188659668
1.624,208.044281006
1.628,190.009155273
1.632,128.959960938
1.636,140.415496826
1.64,256.510009766
1.644,232.083282471
1.648,109.044952393
1.652,105.285186768
1.656,123.696289062
1.66,115.048828125
1.664,201.464691162
1.668,121.81640625
1.672,187.001342773
1.676,111.488800049
1.68,101.901397705
1.684,100.961456299
1.688,123.508300781
1.692,121.252441406
1.696,107.541046143
1.7,105.66116333
1.704,114.308624268
1.708,109.796905518
1.712,105.849151611
1.716,111.300811768
1.72,170.658111572
1.724,221.567687988
1.728,100.585479736
1.732,135.151824951
1.736,170.658111572
1.74,199.020843506
1.744,283.55682373
1.748,203.344573975
1.752,93.2656860352
1.756,243.914794922
1.76,266.649627686
1.764,217.619934082
1.768,282.992858887
1.772,180.045776367
1.776,248.990478516
1.78,304.975738525
1.784,249.178466797
1.788,302.343902588
1.792,284.872741699
1.796,269.469451904
1.8,303.283843994
1.804,303.283843994
1.808,278.293151855
1.812,304.035797119
1.816,289.008483887
1.82,292.1925354
1.824,295.952301025
1.828,109.420928955
1.832,258.754119873
1.836,301.779937744
1.84,286.940612793
1.844,119.372558594
1.848,107.729034424
1.852,216.492004395
1.856,178.177642822
1.86,261.197967529
1.864,207.856292725
1.868,103.593292236
1.872,181.737670898
1.876,144.927215576
1.88,126.328125
1.884,185.873413086
1.888,101.337432861
1.892,101.901397705
1.896,100.585479736
1.9,102.841339111
1.904,128.208007812
1.908,98.5176086426
1.912,125.200195312
1.916,134.587860107
1.92,145.49118042
1.924,100.585479736
1.928,83.1143188477
1.932,159.578552246
1.936,182.489624023
1.94,204.848480225
1.944,128.395996094
1.948,110.736846924
1.952,197.892913818
1.956,260.821990967
1.96,229.639434814
1.964,286.000671387
1.968,206.164398193
1.972,227.571563721
1.976,279.421081543
1.98,182.677612305
1.984,284.684753418
1.988,303.847808838
1.992,225.891418457
1.996,296.70425415
2,279.233093262
2.004,261.949920654
2.008,305.915679932
2.012,260.446014404
2.016,303.847808838
2.02,299.900054932
2.024,263.641815186
2.028,265.521697998
2.032,300.464019775
2.036,299.524078369
2.04,260.634002686
2.044,238.286895752
2.048,297.456207275
2.052,227.759552002
2.056,281.488952637
2.06,267.965545654
2.064,129.711914062
2.068,262.889862061
2.072,167.462310791
2.076,140.415496826
2.08,230.015411377
2.084,179.669799805
2.088,196.952972412
2.092,166.522369385
2.096,106.037139893
2.1,163.138580322
2.104,155.066833496
2.108,149.61517334
2.112,98.5176086426
2.116,117.680664062
2.12,129.523925781
2.124,110.548858643
2.128,106.601104736
2.132,103.405303955
2.136,110.736846924
2.14,117.680664062
2.144,75.6065368652
2.148,140.039520264
2.152,216.304016113
2.156,245.230712891
2.16,153.374938965
2.164,100.209503174
2.168,126.516113281
2.172,182.677612305
2.176,119.748535156
2.18,201.0887146
2.184,233.211212158
2.188,166.146392822
2.192,174.981842041
2.196,163.702545166
2.2,244.102783203
2.204,259.506072998
2.208,184.557495117
2.212,209.360198975
2.216,159.014587402
2.22,256.134033203
2.224,279.609069824
2.228,255.194091797
2.232,258.013916016
2.236,340.65826416
2.24,288.820495605
2.244,286.940612793
2.248,306.103668213
2.252,291.064605713
2.256,296.140289307
2.26,265.145721436
2.264,286.940612793
2.268,299.71206665
2.272,227.759552002
2.276,301.027984619
2.28,288.444519043
2.284,295.2003479
2.288,288.256530762
2.292,233.399200439
2.296,284.496765137
2.3,299.336090088
2.304,291.252593994
2.308,147.547302246
2.312,90.0698852539
2.316,241.858673096
2.32,258.942108154
2.324,166.146392822
2.328,166.334381104
2.332,170.658111572
2.336,178.541870117
2.34,227.195587158
2.344,152.998962402
2.348,133.835906982
2.352,258.201904297
2.356,149.991149902
2.36,138.159637451
2.364,163.514556885
2.368,108.856964111
2.372,158.262634277
2.376,109.984893799
2.38,107.729034424
2.384,123.508300781
2.388,130.640106201
2.392,129.711914062
2.396,98.8935852051
2.4,100.585479736
2.404,115.424804688
2.408,100.021514893
2.412,100.585479736
2.416,123.132324219
2.42,117.116699219
2.424,100.961456299
2.428,102.841339111
2.432,157.13470459
2.436,170.094146729
2.44,109.420928955
2.444,185.873413086
2.448,157.510681152
2.452,158.074645996
2.456,269.469451904
2.46,123.884277344
2.464,209.172210693
2.468,252.186279297
2.472,131.95602417
2.476,214.612121582
2.48,137.219696045
2.484,180.985717773
2.488,213.108215332
2.492,180.985717773
2.496,241.670684814
2.5,221.191711426
2.504,285.06072998
2.508,281.488952637
2.512,227.571563721
2.516,239.602813721
2.52,272.477264404
2.524,296.140289307
2.528,286.56463623
2.532,301.779937744
2.536,291.064605713
2.54,302.71987915
2.544,302.71987915
2.548,273.229217529
2.552,300.839996338
2.556,293.69644165
2.56,299.148101807
2.564,289.760437012
2.568,301.967926025
2.572,299.336090088
2.576,262.325897217
2.58,294.260406494
2.584,296.328277588
2.588,297.644195557
2.592,265.145721436
2.596,258.942108154
2.6,294.448394775
2.604,273.981170654
2.608,254.818115234
2.612,104.15725708
2.616,215.176086426
2.62,167.27432251
2.624,271.725311279
2.628,257.449951172
2.632,176.29776001
2.636,263.641815186
2.64,196.201019287
2.644,217.619934082
2.648,220.815734863
2.652,149.991149902
2.656,249.554443359
2.66,184.181518555
2.664,125.200195312
2.668,186.249389648
2.672,170.470123291
2.676,190.94909668
2.68,151.683044434
2.684,125.952148438
2.688,183.617553711
2.692,150.743103027
2.696,128.959960938
2.7,100.397491455
2.704,99.2695617676
2.708,119.560546875
2.712,115.612792969
2.716,98.7055969238
2.72,102.465362549
2.724,102.65335083
2.728,100.021514893
2.732,104.721221924
2.736,101.713409424
2.74,136.655731201
2.744,104.533233643
2.748,109.796905518
2.752,125.012207031
2.756,102.089385986
2.76,144.551239014
2.764,103.405303955
2.768,123.884277344
2.772,142.671356201
2.776,101.901397705
2.78,94.0176391602
2.784,111.67678833
2.788,104.721221924
2.792,134.023895264
2.796,120.500488281
2.8,130.828094482
2.804,164.454498291
2.808,222.131652832
2.812,169.342193604
2.816,168.402252197
2.82,129.523925781
2.824,174.79385376
2.828,206.352386475
2.832,134.587860107
2.836,180.233764648
2.84,175.733795166
2.844,150.931091309
2.848,225.327453613
2.852,155.254821777
2.856,216.304016113
2.86,269.657440186
2.864,248.802490234
2.868,251.246337891
2.872,211.416320801
2.876,220.815734863
2.88,238.286895752
2.884,213.672180176
2.888,231.895294189
2.892,242.610626221
2.896,272.289276123
2.9,239.602813721
2.904,258.577880859
2.908,294.260406494
2.912,286.56463623
2.916,276.225280762
2.92,269.093475342
2.924,295.388336182
2.928,237.158966064
2.932,262.325897217
2.936,247.486572266
2.94,241.858673096
2.944,302.531890869
2.948,293.884429932
2.952,283.932800293
2.956,279.985046387
2.96,301.967926025
2.964,301.967926025
2.968,293.884429932
2.972,302.71987915
2.976,280.924987793
2.98,300.464019775
2.984,298.396148682
2.988,283.932800293
2.992,301.2159729
2.996,301.779937744
3,302.155914307
3.004,303.847808838
3.008,304.035797119
3.012,305.351715088
3.016,295.952301025
3.02,303.471832275
3.024,301.2159729
3.028,305.72769165
3.032,283.744812012
3.036,286.188659668
3.04,298.960113525
3.044,295.952301025
3.048,282.240905762
3.052,236.970977783
3.056,285.248718262
3.06,264.769744873
3.064,277.729187012
3.068,253.314208984
3.072,216.116027832
3.076,284.684753418
3.08,232.271270752
3.084,348.365783691
3.088,305.539703369
3.092,184.369506836
3.096,252.562255859
3.1,173.665924072
3.104,228.511505127
3.108,306.667633057
3.112,294.260406494
3.116,294.072418213
3.12,358.129425049
3.124,245.606689453
3.128,235.279083252
3.132,326.194915771
3.136,207.292327881
3.14,243.726806641
3.144,171.598052979
3.148,185.121459961
3.152,243.914794922
3.156,181.361694336
3.16,146.60736084
3.164,273.229217529
3.168,243.914794922
3.172,262.889862061
3.176,237.158966064
3.18,157.13470459
3.184,222.883605957
3.188,201.0887146
3.192,198.268890381
3.196,226.26739502
3.2,162.76260376
3.204,220.627746582
3.208,211.604309082
3.212,187.753295898
3.216,251.810302734
3.22,243.350830078
3.224,238.850860596
3.228,203.532562256
3.232,175.545806885
3.236,200.336761475
3.24,162.022399902
3.244,175.733795166
3.248,125.952148438
3.252,205.224456787
3.256,94.2056274414
3.26,179.481811523
3.264,182.113647461
3.268,130.45211792
3.272,208.796234131
3.276,183.993530273
3.28,171.034088135
3.284,193.204956055
3.288,148.11126709
3.292,194.144897461
3.296,164.454498291
3.3,138.911590576
3.304,185.309448242
3.308,181.361694336
3.312,191.513061523
3.316,187.753295898
3.32,159.766540527
3.324,180.797729492
3.328,217.807922363
3.332,152.247009277
3.336,107.541046143
3.34,115.612792969
3.344,112.616729736
3.348,134.399871826
3.352,122.944335938
3.356,99.6455383301
3.36,143.799285889
3.364,118.432617188
3.368,123.508300781
3.372,129.711914062
3.376,100.209503174
3.38,132.895965576
3.384,109.984893799
3.388,105.849151611
3.392,120.500488281
3.396,130.640106201
3.4,79.930267334
3.404,100.585479736
3.408,109.984893799
3.412,175.357818604
3.416,140.97946167
3.42,119.748535156
3.424,118.244628906
3.428,101.14944458
3.432,108.105010986
3.436,119.560546875
3.44,98.8935852051
3.444,114.672851562
3.448,100.397491455
3.452,99.8335266113
3.456,111.112823486
3.46,109.608917236
3.464,102.65335083
3.468,108.66897583
3.472,100.397491455
3.476,99.6455383301
3.48,101.901397705
3.484,109.232940674
3.488,102.277374268
3.492,99.6455383301
3.496,104.909210205
3.5,102.465362549
3.504,101.525421143
3.508,102.841339111
3.512,100.397491455
3.516,98.5176086426
3.52,101.525421143
3.524,109.044952393
3.528,101.337432861
3.532,105.849151611
3.536,101.14944458
3.54,104.721221924
3.544,102.277374268
3.548,98.5176086426
3.552,105.473175049
3.556,113.744659424
3.56,108.105010986
3.564,102.465362549
3.568,178.729858398
3.572,100.397491455
3.576,100.397491455
3.58,97.7774047852
3.584,112.804718018
3.588,99.6455383301
3.592,99.4575500488
3.596,99.8335266113
3.6,99.8335266113
3.604,104.721221924
3.608,102.277374268
3.612,102.465362549
3.616,101.14944458
3.62,107.541046143
3.624,103.593292236
3.628,110.924835205
3.632,99.4575500488
3.636,105.473175049
3.64,149.239196777
3.644,110.360870361
3.648,140.97946167
3.652,116.928710938
3.656,114.120635986
3.66,171.598052979
3.664,111.67678833
3.668,130.828094482
3.672,155.442810059
3.676,117.116699219
3.68,183.805541992
3.684,136.655731201
3.688,147.547302246
3.692,195.825042725
3.696,128.583984375
3.7,142.107391357
3.704,153.562927246
3.708,205.036468506
3.712,145.303192139
3.716,102.465362549
3.72,94.3936157227
3.724,211.22833252
3.728,133.835906982
3.732,220.627746582
3.736,264.769744873
3.74,182.677612305
3.744,238.474884033
3.748,273.981170654
3.752,205.976409912
3.756,250.870361328
3.76,232.835235596
3.764,215.364074707
3.768,285.624694824
3.772,240.354766846
3.776,279.421081543
3.78,295.2003479
3.784,250.118408203
3.788,293.69644165
3.792,270.033416748
3.796,266.085662842
3.8,305.539703369
3.804,290.700378418
3.808,288.632507324
3.812,301.2159729
3.816,304.787750244
3.82,299.71206665
3.824,300.088043213
3.828,299.900054932
3.832,292.756500244
3.836,249.930419922
3.84,298.396148682
3.844,265.145721436
3.848,299.148101807
3.852,281.676940918
3.856,223.635559082
3.86,283.180847168
3.864,249.178466797
3.868,239.602813721
3.872,331.270599365
3.876,207.1043396
3.88,177.613677979
3.884,223.635559082
3.888,126.516113281
3.892,209.172210693
3.896,216.116027832
3.9,239.038848877
3.904,195.261077881
3.908,115.424804688
3.912,162.574615479
3.916,186.061401367
3.92,135.339813232
3.924,99.2695617676
3.928,101.713409424
3.932,116.928710938
3.936,141.731414795
3.94,101.14944458
3.944,109.608917236
3.948,100.585479736
3.952,103.593292236
3.956,99.4575500488
3.96,102.089385986
3.964,128.208007812
3.968,99.6455383301
3.972,111.112823486
3.976,152.247009277
3.98,126.328125
3.984,180.985717773
3.988,138.723602295
3.992,146.795349121
3.996,227.383575439
4,151.683044434
4.004,155.066833496
4.008,194.332885742
4.012,240.730743408
4.016,281.864929199
4.02,251.622314453
4.024,287.504577637
4.028,305.539703369
4.032,248.050537109
4.036,298.960113525
4.04,285.436706543
4.044,299.71206665
4.048,304.035797119
4.052,297.456207275
4.056,283.180847168
4.06,299.900054932
4.064,295.2003479
4.068,303.847808838
4.072,304.411773682
4.076,298.2081604
4.08,219.311828613
4.084,252.750244141
4.088,266.273651123
4.092,289.760437012
4.096,267.965545654
4.1,211.792297363
4.104,280.173034668
4.108,255.758056641
4.112,208.044281006
4.116,191.513061523
4.12,129.899902344
4.124,216.304016113
4.128,192.640991211
4.132,125.200195312
4.136,162.574615479
4.14,155.066833496
4.144,182.489624023
4.148,126.516113281
4.152,100.021514893
4.156,120.688476562
4.16,133.45993042
4.164,110.17288208
4.168,107.353057861
4.172,105.66116333
4.176,99.8335266113
4.18,101.14944458
4.184,99.8335266113
4.188,211.604309082
4.192,129.711914062
4.196,143.423309326
4.2,147.735290527
4.204,158.450622559
4.208,212.356262207
4.212,112.616729736
4.216,138.911590576
4.22,186.43737793
4.224,161.082458496
4.228,196.764984131
4.232,143.047332764
4.236,192.640991211
4.24,255.194091797
4.244,198.0809021
4.248,185.309448242
4.252,191.701049805
4.256,275.661315918
4.26,292.944488525
4.264,256.697998047
4.268,235.091094971
4.272,286.752624512
4.276,304.2237854
4.28,300.839996338
4.284,293.320465088
4.288,286.940612793
4.292,308.34777832
4.296,287.692565918
4.3,303.471832275
4.304,303.847808838
4.308,286.000671387
4.312,287.880554199
4.316,232.647247314
4.32,289.008483887
4.324,267.213592529
4.328,218.183898926
4.332,258.754119873
4.336,295.2003479
4.34,125.764160156
4.344,128.583984375
4.348,220.627746582
4.352,272.477264404
4.356,276.789245605
4.36,199.020843506
4.364,114.120635986
4.368,105.097198486
4.372,119.748535156
4.376,151.683044434
4.38,111.112823486
4.384,101.14944458
4.388,109.608917236
4.392,103.969268799
4.396,100.961456299
4.4,100.397491455
4.404,132.895965576
4.408,104.533233643
4.412,111.67678833
4.416,153.750915527
4.42,143.611297607
4.424,143.611297607
4.428,107.729034424
4.432,134.023895264
4.436,202.59262085
4.44,160.706481934
4.444,153.750915527
4.448,162.950592041
4.452,263.265838623
4.456,276.789245605
4.46,242.974853516
4.464,224.575500488
4.468,267.213592529
4.472,301.779937744
4.476,297.832183838
4.48,292.380523682
4.484,285.436706543
4.488,300.839996338
4.492,290.876617432
4.496,301.779937744
4.5,297.832183838
4.504,273.041229248
4.508,304.411773682
4.512,286.940612793
4.516,299.71206665
4.52,302.531890869
4.524,258.754119873
4.528,285.06072998
4.532,280.54901123
4.536,283.744812012
4.54,215.74005127
4.544,163.890533447
4.548,226.079406738
4.552,251.998291016
4.556,213.672180176
4.56,113.744659424
4.564,117.492675781
4.568,144.739227295
4.572,178.91784668
4.576,116.176757812
4.58,100.021514893
4.584,125.576171875
4.588,133.45993042
4.592,121.064453125
4.596,109.044952393
4.6,101.14944458
4.604,111.300811768
4.608,99.8335266113
4.612,112.052764893
4.616,105.473175049
4.62,115.048828125
4.624,101.14944458
4.628,116.928710938
4.632,155.442810059
4.636,126.516113281
4.64,122.944335938
4.644,128.583984375
4.648,302.343902588
4.652,141.543426514
4.656,129.711914062
4.66,103.029327393
4.664,119.372558594
4.668,235.279083252
4.672,215.928039551
4.676,264.769744873
4.68,245.606689453
4.684,275.661315918
4.688,301.403961182
4.692,253.314208984
4.696,264.205780029
4.7,296.328277588
4.704,301.403961182
4.708,293.508453369
4.712,302.531890869
4.716,304.411773682
4.72,276.413269043
4.724,299.71206665
4.728,306.84387207
4.732,302.343902588
4.736,289.196472168
4.74,258.013916016
4.744,278.857116699
4.748,289.196472168
4.752,275.849304199
4.756,163.702545166
4.76,195.0730896
4.764,217.807922363
4.768,240.354766846
4.772,193.204956055
4.776,115.988769531
4.78,170.28213501
4.784,167.838287354
4.788,148.487243652
4.792,125.952148438
4.796,103.969268799
4.8,152.434997559
4.804,129.147949219
4.808,107.917022705
4.812,101.14944458
4.816,101.14944458
4.82,101.525421143
4.824,118.620605469
4.828,104.533233643
4.832,100.021514893
4.836,101.14944458
4.84,102.65335083
4.844,167.086334229
4.848,178.729858398
4.852,149.991149902
4.856,126.892089844
4.86,140.227508545
4.864,256.885986328
4.868,208.044281006
4.872,188.693237305
4.876,186.625366211
4.88,213.484191895
4.884,287.692565918
4.888,238.098907471
4.892,246.734619141
4.896,272.477264404
4.9,256.510009766
4.904,283.180847168
4.908,244.666748047
4.912,278.481140137
4.916,303.847808838
4.92,303.847808838
4.924,302.907867432
4.928,286.752624512
4.932,301.967926025
4.936,280.924987793
4.94,298.960113525
4.944,299.148101807
4.948,295.952301025
4.952,192.640991211
4.956,207.856292725
4.96,221.75567627
4.964,205.224456787
4.968,205.036468506
4.972,113.556671143
4.976,119.560546875
4.98,114.484863281
4.984,94.9575805664
4.988,110.360870361
4.992,99.8335266113
4.996,133.647918701
5,146.795349121
5.004,105.473175049
5.008,108.105010986
5.012,99.0815734863
5.016,100.397491455
5.02,99.6455383301
5.024,117.116699219
5.028,111.864776611
5.032,105.285186768
5.036,99.2695617676
5.04,152.62298584
5.044,190.573120117
5.048,163.514556885
5.052,148.11126709
5.056,149.991149902
5.06,276.789245605
5.064,248.426513672
5.068,227.759552002
5.072,220.815734863
5.076,237.910919189
5.08,303.659820557
5.084,293.69644165
5.088,286.56463623
5.092,300.464019775
5.096,301.779937744
5.1,294.448394775
5.104,294.824371338
5.108,298.584136963
5.112,296.892242432
5.116,297.644195557
5.12,284.496765137
5.124,301.779937744
5.128,205.60043335
5.132,222.319641113
5.136,245.606689453
5.14,248.802490234
5.144,230.203399658
5.148,155.442810059
5.152,155.63079834
5.156,183.617553711
5.16,210.852355957
5.164,219.875793457
5.168,132.519989014
5.172,148.487243652
5.176,159.390563965
5.18,162.574615479
5.184,121.064453125
5.188,100.021514893
5.192,115.236816406
5.196,122.004394531
5.2,106.225128174
5.204,102.465362549
5.208,99.6455383301
5.212,115.612792969
5.216,101.14944458
5.22,110.924835205
5.224,107.541046143
5.228,106.601104736
5.232,99.6455383301
5.236,168.590240479
5.24,174.981842041
5.244,143.611297607
5.248,151.495056152
5.252,141.731414795
5.256,262.513885498
5.26,248.426513672
5.264,223.635559082
5.268,206.352386475
5.272,215.74005127
5.276,252.186279297
5.28,290.136413574
5.284,313.235473633
5.288,292.380523682
5.292,250.306396484
5.296,286.000671387
5.3,269.281463623
5.304,266.649627686
5.308,303.659820557
5.312,300.464019775
5.316,300.464019775
5.32,302.343902588
5.324,278.481140137
5.328,265.521697998
5.332,285.248718262
5.336,302.343902588
5.34,304.975738525
5.344,201.652679443
5.348,215.928039551
5.352,264.017791748
5.356,272.101287842
5.36,244.290771484
5.364,140.415496826
5.368,183.053588867
5.372,224.011535645
5.376,231.519317627
5.38,190.385131836
5.384,109.608917236
5.388,166.710357666
5.392,164.26651001
5.396,125.200195312
5.4,122.944335938
5.404,106.789093018
5.408,156.570739746
5.412,123.132324219
5.416,98.8935852051
5.42,100.585479736
5.424,108.856964111
5.428,132.707977295
5.432,232.647247314
5.436,124.82421875
5.44,104.721221924
5.444,123.696289062
5.448,100.209503174
5.452,176.29776001
5.456,185.309448242
5.46,159.954528809
5.464,137.97164917
5.468,157.510681152
5.472,221.567687988
5.476,162.574615479
5.48,155.818786621
5.484,190.573120117
5.488,226.26739502
5.492,265.897674561
5.496,192.45300293
5.5,214.988098145
5.504,281.864929199
5.508,266.837615967
5.512,241.106719971
5.516,186.249389648
5.52,289.57244873
5.524,306.479644775
5.528,294.824371338
5.532,296.70425415
5.536,279.421081543
5.54,280.361022949
5.544,292.568511963
5.548,304.035797119
5.552,304.411773682
5.556,304.035797119
5.56,215.74005127
5.564,243.726806641
